id,target
00b8a455bc36,0
00b90d7818d0,0
00b9e1d70d49,0
00be4437599d,0
00bfeb9b9593,0
00c0277a64d1,0
00c04f3a6a7d,0
00c521434a38,1
00c70d6d47ff,0
00c7895eb5be,0
00c7b0c8a6e1,0
00ca1a44f310,1
00ca52460262,0
00cb58937366,0
00cd7682f399,0
00cdd6f6b82f,0
00cdfa186518,0
00ce63feb9b6,0
00cff82540e3,0
00d151b0ec5c,0
00d34b5654aa,0
00d5d0a6381c,0
00d7a0db427a,0
00d7b93cc559,0
00d84f9669ba,0
00d89c2d5e40,0
00d98f522629,0
00db077585e8,0
00db570b18df,0
00db8a20b62b,0
00dc1704ff26,0
00dc63653fc2,0
00dc81322092,0
00de32925087,0
00de376f77be,0
00e10e431d44,0
00e1234266ec,0
00e13100288e,0
00e1a7483b6d,1
00e2470e6987,0
00e593acb308,0
00e6ab43e17d,0
00e88b8e210e,0
00e95bdb8a9b,0
00eca24c445d,0
00ecd8b09d37,0
00ed398dc1d7,1
00ed941c6b57,0
00ee1b149290,0
00f02583ac91,0
00f08b3ea67d,0
00f3111e4b7e,0
00f313404ca5,0
00f34958322c,0
00f4e8f60bef,0
00f4fc96093a,0
00f5b5d2c37d,0
00f613996f97,0
00f6b9d7b3ec,1
00f90878acee,0
00fe0325593c,0
00fe41d25a14,1
00fecbb8f2af,0
0105aeee1e96,0
0105baa4a0b3,1
0106bcb2532d,1
010902cd4def,0
010a6fc304fb,0
010c5fff2a33,0
010cb1195f15,0
010d4f8cfdbf,0
010d8cbb72b1,1
010dab3dc981,0
01116c2178f2,0
011184c5f640,1
0111dd85a7b9,0
011212687ef8,0
01155a66d4b6,0
0116678bc64a,0
011bdfec08e1,0
011d0f74ccc5,0
0120d38b089a,0
0121233ac932,0
0122d71bd567,0
012535d6a148,0
0125d5fac213,0
0125d81e991c,0
012917a7c5ff,0
012a0f5a4572,0
012bce04e745,0
012bf0fea71f,0
012c2cb6ff35,0
012d123505a8,0
012df0fca961,0
012df2ab8e1d,0
01338ebbe853,0
013abc3ee51d,1
013c0adeeffe,1
013da7b71651,0
013e72064e52,0
0142be4330e1,0
0142ef206424,0
01438bc97abc,0
0143e526b862,1
0144caccf4c2,0
01462ffe8215,0
014a1d081384,0
014b8d36434f,0
014bc87b2e01,0
014c51638015,0
014d876e238d,0
014e28ba1fd5,0
014f0087d038,0
01519300d1e3,0
01532f2747bc,0
01543e8d7cac,0
0154c9c73583,0
015585511744,1
0155caac7f62,0
01561685bc55,0
0157f4cb23db,0
01588a866ca3,0
0158d2f49a44,0
015913d67306,0
015df5f5ae00,0
015e5201621f,0
015fb9ec4abc,0
01669a28259a,0
016a42d1c002,0
016b4effff28,0
016b5b893f9b,0
016b65ee2b45,0
016c99b310fc,0
0170044e01bb,0
0170074ee2b8,0
01729de008f8,0
01732b585878,0
017520f1a963,1
0175b5afe628,0
0175dd43af00,1
0177d2afb74f,0
017909b44547,0
0179a20fefb1,0
017cf50207d9,0
0187ab8c389b,0
018884c43351,0
0189102f106a,0
018e5eb9a08a,0
018fa2dbb5dc,0
0190918254d5,0
01913115aad3,0
019433dcbd64,0
0196131c723e,0
0196ef60fc38,0
019814656e84,0
01990f45eda2,1
0199c4fbae7e,0
019b2d77cc4c,0
019b942fbcc1,0
019c8b430a8c,0
019d8dccc91a,0
019e332943a2,0
019ec6387065,1
019f8d570ed4,1
01a02d69baab,0
01a095825f79,0
01a272323053,0
01aad57e1a72,0
01ab3f20e8a5,0
01ad9593e683,0
01ae0a335f15,0
01aea72079d6,1
01aebde934ec,0
01af19339af0,0
01b27e0f23a3,0
01b2bf1c54c5,0
01b5c8188787,0
01b6912cdd65,0
01b87d31b00f,1
01b9013ed7a1,0
01b9a614b8f1,1
01bbc035191f,0
01bcf9f9a8d6,0
01bd1cbec61b,0
01bf04598d1e,1
01bfe87a8be3,1
01c22945de0c,1
01c31ada92e8,0
01c5c3fa1ba8,1
01c697c09f1f,0
01c9495bd7a4,0
01cb7281415b,0
01cbc25c0757,0
01cc3e8dc2d6,0
01ccecd4c9cd,0
01cde6fc656c,1
01d030a5c0b7,0
01d51d4f104c,0
01d5bf3c4ef8,1
01d7b468b7b7,0
01d8257f0ce0,0
01d8ca5a45f4,0
01da789f6a58,0
01dac7a7f68b,0
01db9192f435,0
01dd310f908c,0
01de7c789b2d,0
01dee155f858,0
01df75fb19ca,0
01e280634de5,0
01e291054730,0
01e2ca653485,1
01e39a8841f3,0
01e40c70ca6d,0
01e4763b1fd2,0
01e480a9fb95,1
01e5fea1f857,0
01e730f03bb0,0
01eaa2555bce,0
01eafbece786,0
01ecae5e90ff,0
01ee32c7880d,0
01f03f327d00,0
01f2222ac83a,0
01f2b7fc756c,0
01f40bbbdafa,0
01f517a77424,0
01f57d25fdca,0
01f755921dd5,0
01f7c0b3665f,0
01f8b38e11c5,0
01f9e7937456,0
01faebe5dae1,1
01fb845290c4,0
01fc1c991d57,0
01fc71474240,0
02016fdc8b79,0
02025f4d2747,0
020295003806,0
0204ca0d4a05,0
020561594ee8,0
020594092d9d,0
0207a57e99d5,0
0208a3648c2d,0
0208a5dca359,0
02092c565387,0
020b32241d13,0
020ccc991060,0
020d77a4da1c,0
020def237f13,0
020efc2f9230,0
020f15e631cd,1
0212424d07a4,0
021392480874,1
0215386dcb76,0
02158f200258,0
0215db35f91e,0
0216000821a3,1
0217dad9ed75,0
021c59f63782,0
021db1294183,0
021f84536835,0
02206f24b6af,0
0227afeae4f2,0
0228dcf67f87,0
022e4ccef32d,1
022fc1536962,0
0233036e2643,0
02336cf7c906,0
023646d9b875,0
02365edd0220,0
023692974cf7,1
023813c32ecd,0
023a930f61ad,0
023aa56aed4f,0
023ae211a5a9,0
023b19d5a90f,0
023ba6624338,0
023e81815ee4,0
024178b336cb,0
0242ac3441ee,0
0242ef8991b9,0
02475cdbbf0b,0
0247c7950778,0
0248124f2bf3,0
024a578160ec,1
024bb197a277,0
024e8393d0e5,0
025071c5c9b7,0
02524dfbee51,0
0254941a648b,0
0258b6d31bca,0
025a8396f9db,1
025bd39d15a9,0
025c0e89e041,0
025c8a36bb47,0
025ca2e09513,1
025d8e4f1002,0
025f95b406fe,1
025fd79d8059,0
02616cd942c6,1
0262384a75a4,0
0262944ccb0c,0
02636e620d75,0
026381c19837,0
0263c42630d9,0
02654e43dafe,0
0265bb20a479,0
02676fd8265e,0
0267cae18bf2,0
02681456ea3a,0
026831fd7457,0
026a0e380639,1
026d204490c3,0
026d70acefeb,0
026e08731bfe,0
026ffc2b31dc,0
0274ea2ee7cf,0
0276a9a691f3,0
0277b6966584,0
0278f5dfdc9e,0
027999210f2a,0
027a3294c112,0
027c365c2886,0
027f83ec7a6f,1
028148172c69,0
02828bd9a76c,1
028296d6f7e0,0
0283c205a71e,0
02842ce53ccd,0
028431800893,0
0284446a0c32,0
02844bf38cc3,0
02844c7927d4,0
0286843634c1,0
02871fd089a5,0
028929796d27,0
028beca25db3,0
028bfb22278d,0
02907de2b14f,0
0290c6bea0fd,0
029187e7e70f,0
029392e0eaa2,0
0293b369f127,0
0294263cc641,0
02960b9ca997,0
029699aaf73f,0
0296b6fac23a,1
02985dcbdff5,0
02993e759875,0
029acedf23b8,0
029b761b4d38,0
029c4e3b8d3a,0
029d248834e2,0
029d3426299b,0
029d9bb709e5,0
029ea35a0ec2,1
029f5ad617b2,0
02a155387f12,0
02a24f1e1a2f,0
02a44ad15914,0
02a566dde927,0
02a84f8c4002,0
02af006947c6,0
02af0fdf7fc8,0
02b0529fe16c,0
02b17297a3f7,0
02b3524f28d6,0
02b54b01e395,0
02b597d46d0f,0
02b6a46642c8,0
02b7a6dec77d,0
02b813664bfb,0
02b9e1f62b63,0
02b9ec05d5d4,0
02bd3b951b68,0
02be39d323d8,0
02be5f63f4f7,0
02bf758229a7,0
02c1e3511614,0
02c1faeadb91,1
02c22f6ed29d,1
02c30d0d89aa,0
02c444e3bab8,0
02c48dcd9951,1
02c56035a22e,0
02c691e97af3,0
02c6e570b3fd,0
02ca81974a3b,0
02cb7e5e43e1,0
02cf500d9a97,1
02d18a325c64,0
02d205d2dbd3,0
02d3d4de6f34,1
02d4e195e6eb,0
02d4fbc0857f,0
02d6241cd069,0
02d679fc5994,0
02d768c0dae7,0
02d8499661d3,0
02d8e79de5fb,0
02db8a9c9309,0
02dba9dba697,0
02dd349317d2,0
02df38a76332,0
02e3450fb18c,0
02e3fb38b945,0
02e41c381608,0
02e45a5eb820,0
02e4a303458a,0
02e509bca313,0
02e6116a1bbe,0
02eb2e81b305,0
02eb5d79ff1b,0
02ed54f55fe4,0
02efdcc85ea7,0
02f0a587ced4,1
02f1db1158b6,0
02f70234965d,0
02f94fb1292e,0
02fb187e7e51,0
02ff6960805e,0
03012c5c944c,1
030315a9490b,0
0305ce157059,0
0309b2edc793,0
030e2f87b02f,0
03105f3e546d,0
0311095c3ff3,0
0312030993ab,0
03121e0115a9,0
03121ef39cf0,0
0312b3647c35,0
03151e419f50,0
03164afb6067,0
0318f1a13672,0
031abb134bee,0
031b52ffbe6a,0
031b68d66a3d,0
031b7859b8d5,0
031c7950ca72,0
031cdd430aca,0
031d70cd70f9,0
031d7fd6a7fa,0
031dc8ab6694,0
031ddc67624c,0
031e8bea9a32,0
032036007b6c,0
03203ecd1477,0
032270932fd1,0
0323c5202327,0
0324d1c16887,0
03285a45fc06,0
03287c9cff8a,0
032b75d89da8,0
032ed1d9336e,0
032f1097c456,0
03336cc27039,0
03337e1f20ef,0
0335028c990f,0
0336add0a009,0
03376f569c44,0
033a74c1adab,0
033aec64f11d,0
033d23e65507,0
033d3f6ca80f,0
033d7cd725a6,0
033e9318b0db,0
033ea29e8aab,0
033fe0e3b397,0
0341c9697029,1
03433f3dfa1b,0
0344e7a125da,0
034515395872,0
034588a41a4d,0
03458ff1c148,0
0347c0adff3e,0
034823547cae,0
034b086194be,0
034b9563268a,0
034cd2b68626,0
034d6172269b,0
034d966fb1b5,0
034daaa0daf3,0
034e0ba5b4ed,0
034e75ef6471,0
034e990c9b15,1
035090eba11e,0
0351d6d3e97e,0
035219b3d593,0
0352ce0d76eb,0
03540b1953d9,0
0356c8ad12a5,0
0356df251ad9,0
03570488a28a,0
03570584d11e,1
035946402ff9,0
035a14636431,0
035b14e047d2,0
035c2984651c,0
035cbc3c9f7e,0
035d7ad33011,0
035dcd671598,0
035df4cbda46,0
035e7980ecc5,1
035fdcd9e425,1
0361b91ad2fb,0
036542aff3f9,0
0366091b9f06,0
0367b71c9529,0
036a55fd0dd6,0
036aa4ffe14a,0
036c506f26cf,0
036f0c67a321,0
036ff5fee5b2,0
03702f9cea21,0
0370c0c9cd8a,0
0373f176ca62,0
037679147f1f,0
03775fc838e9,0
03788a179ec5,0
037892dff2dc,0
0378ccb23dc0,0
037a4b05807a,0
037d6b3a5ff4,0
037dfd7ef32c,0
037eb4ab4768,0
037ec20bff3c,0
0381d8d1a64f,0
038499b8832c,0
0386694b90cf,1
0386ed33365f,0
0389a6a4db61,0
038b16914e26,1
038b5d39b60f,0
038cce0e0feb,0
038d08a941a0,0
038f388d44cf,0
03930b8c714c,0
039457376296,0
0394accadc7d,0
0396518ada2f,0
03967ecb8991,0
03976d403dbc,0
0399c5a45363,0
039b6a145851,0
039c792fb361,1
039f0e54f628,0
039fc663c480,0
03a091d615fb,0
03a4188869ca,0
03a4e41b72fd,0
03a71bacbe55,0
03a82f0b34d1,0
03a9149ea0fa,0
03ab41839f50,0
03acc75d0a7a,0
03aede8f3689,0
03b336f2a10a,0
03b4c8c150ca,0
03b509f7e1c7,0
03b610af870a,1
03b683669181,0
03b8669140e1,0
03b8c5f9eff4,0
03b8e3321e2e,0
03b9a32dcd57,1
03b9e4149131,0
03ba6d03949d,1
03bb02d8b213,0
03bd12ac8e87,0
03bd35e358aa,0
03bdaa348766,1
03be7ffbade1,0
03c097734d57,0
03c09d12e840,0
03c1525e6041,0
03c5a6b9fa59,1
03c606505c96,0
03c6ddbc28ba,0
03c7573d736f,0
03c75f06ee94,0
03c80c4b8916,0
03c83d671ff9,0
03c9e7a4000c,1
03cbf75c116a,0
03cc3adbb7db,0
03ccc8244413,1
03cccacc4345,0
03cd2202bb7d,1
03cdc283126e,0
03cf183371ee,0
03cf6898d401,0
03d38c83592b,0
03d463ebe6ce,0
03d4fa409745,0
03d52e2b39d5,0
03d72a3c02b6,0
03d9b631200b,0
03da86e0039b,0
03daded41ebf,0
03db4a3dd820,0
03db89aed0e6,0
03dc89e27622,0
03dd99f63a74,0
03deee969f5b,0
03e234423a4b,0
03e35e9d5a9a,0
03e3acb58adf,0
03e3bcfda695,0
03e45f3992e9,0
03e5330ce63d,0
03e791e6e7ed,0
03e7c72d5b97,0
03ea70d31f2e,0
03eb2596f8ba,0
03ebc11e5c35,0
03ed80b072c6,0
03ee3950df34,0
03f07f9cb0a6,0
03f0bbf58758,0
03f155e8162f,0
03f1689da994,0
03f1b2f6ab84,0
03f59e508868,0
03f60e00e71e,0
03f724bfe11b,0
03f75d0c27cd,0
03f8341ae96e,0
03f9b2ed49b9,0
03f9bfc11ea0,0
03fb042d34a8,1
03fb89eaa664,0
03fde83c8d05,0
03ffff28d31a,0
04007e647bc9,0
04027549b986,0
04041f87de78,0
040606a64a27,0
0408bcf6482b,0
04094155e0b8,0
040b16de581c,0
040ea02ae65e,0
0412632c0fe8,0
04149585e3ed,0
04151b13d41f,0
04169a4c36b0,0
0416d2994734,0
0418bbafc7bb,0
041be20a2787,0
041c0ef3d8d4,0
041c8f27fe10,0
041e4bf41199,0
04206c5b8d8d,0
0421629f0390,1
042202b9055d,0
042347ddbedb,0
0423f5bb378b,0
04245d70062e,0
042758947b1c,0
0427622e52cf,0
0428b1f64769,0
0429fe1cf942,0
042a10851cb1,0
042a886b2326,0
042b35abac89,0
042bb147d007,0
042e9f2ee077,0
043007af09b0,0
0433d5a92dbc,1
0433e7e03743,1
0433f682d705,0
043400400426,0
0434141de974,0
04354ac4c587,0
0435a2c5b05c,0
043668da94da,0
0436a04e88af,0
04393e9a12ab,0
043b66588932,1
043e436923c2,0
043e9e7ee11b,0
04400efc498e,0
044146b5d0d4,0
04421109ad76,0
0444a41920cc,0
044513bbb702,0
0448819fd992,0
0448ace8d838,0
0449a5ad33be,0
044a08cad2f3,0
044f896382e7,0
045313e8ef35,0
045348f77d60,0
0453b1b18b7c,0
045426f4a355,0
045510dea44f,0
0456b66bf858,0
04573d9abe4f,0
045801dac931,0
04587f4158ce,0
0458addc4fe7,0
045b33983008,0
045c804459c7,0
045d019aee22,0
045e83220613,0
04619af0d968,0
0461ea01ea98,1
046246472739,0
04624b4d98b3,0
046327558eee,0
046403e33717,0
04656f1e598e,0
046671dee8e7,0
046811bc4113,1
0468d1ad75d0,0
046c06ceb088,0
046c0a49a07d,0
046f09252bfd,0
047055438e9d,0
0470796e0acc,0
0470ac882fd0,0
0470b6c38d16,0
04718eab43a2,0
0472368c0bc9,0
04728eef7a26,0
0472aaa2a452,0
0472bf9b1e79,0
0472c280fdd6,1
0472e86555fe,0
0473cd7edb3c,0
0473da0a4c1e,0
0475383c4b90,0
047580af4d16,0
0475d9dbf6a5,0
04763ddf4f65,0
0476e8490ff0,0
04797c69b91f,0
047b5726e02e,0
047be805748b,0
04802c44a2e9,0
04804c628c77,0
048248282365,0
048363785a0f,0
04839a0b1b54,0
0485f6959b95,0
048615146cfc,0
048627b9d39d,0
0486de059084,0
0487954d6704,0
0488ec261ef7,0
04899d6366fb,0
048da5822059,0
048df5c900ec,0
048ecdb7b9f8,0
048fb7e7ba39,0
0490074657bf,0
049016e942f9,0
049296d46b89,0
049492d11489,0
049ad7b375d4,0
049c1707aa69,0
049cf36c971f,0
049d3dc44d62,0
049dfbbbe1bd,1
04a2003dbff4,0
04a2074caf74,0
04a6c0a79517,0
04a6c4a9216c,0
04a990880a7e,0
04a9d793c427,0
04aa7184e833,0
04aba568c73e,0
04ac0e230d8a,0
04ac53d8ab73,0
04b081980f68,0
04b329c35952,0
04b3ba395307,0
04b3c4a08bf8,0
04b512e352a3,0
04b643c79b46,0
04b8c3ce19de,0
04b96f807f85,0
04bbb8717924,0
04bbb8921bab,0
04bc05da7dfe,0
04bfa3e89343,0
04c094caee49,0
04c12ea48dc7,0
04c21076152a,0
04c543136917,1
04c8a0581fdf,0
04c8fc75f879,1
04cb1902b5a8,0
04cdd1c47654,0
04cde557d480,0
04cfa37df5ca,0
04d0213762a3,0
04d22f112994,0
04d268def601,0
04d2bdecf41d,0
04d4d4f5bef3,1
04d7be6a8329,0
04d899cb0f33,0
04d8a89c51a6,0
04d8e372a128,0
04d9381f38f6,0
04db7da5d5c2,1
04dd79ef3e52,0
04e11b84d699,0
04e27f70cd57,0
04e2b446dda2,0
04e4cfeb966b,0
04e57a02fd44,0
04e588f395ce,0
04e68b2d65ec,0
04e749030021,0
04e9a8ef8faa,0
04ea038331d4,0
04ea919bd6ef,0
04eb382d5d84,0
04eb62035ac8,0
04ec8855be62,1
04ede386d54f,0
04ee8bd8b062,0
04eed4b8dd3a,0
04f0f8455deb,0
04f20e17219c,0
04f24eab1396,0
04f3ef57f2ee,0
04f3fb8050d9,0
04f49b365f9e,1
04f580e7cd2b,0
04f619c4caae,0
04f6fe3b201d,0
04f792bf19ff,0
04fd793337f1,0
04fe1ea3bfc2,0
04fe980ee792,0
0500c95657c5,0
050251496de2,0
0503cc759119,0
0503d126e590,0
0505deeeb1ca,0
05072644b3a5,0
050787cd06f8,0
0507ab7e798f,0
0510398cfb03,0
0510d363df42,0
0514c5b45609,0
051504d4240d,0
0515b2687a41,0
051758ecb2e4,0
0519150b385c,0
0519a55b591f,0
0519d3b1687b,0
051a77737073,0
051ba0568b4f,0
051bd69e239e,0
051cff9fde70,1
051e223f03da,0
052116d1860a,0
0522372b74c5,1
0522dc439713,0
0526502d47d3,0
0526657e00fa,0
0529470c0aa3,0
0529dd5a2b04,0
052b37e305f8,0
052c8e211570,0
052f41a4853e,0
0530b3b7ce96,0
0533c02144af,0
0535065503c8,0
05385f546b12,0
0538d59e37b3,0
053a19865442,0
053b2a30dbe1,0
053f463ea305,0
053fc9b12d3f,0
053fd81c6959,0
0540b3bc0125,0
0541b32db794,0
0542631556e9,0
0542e0ace402,0
0542ff628a8f,0
0545d92bfea6,0
054701e98345,0
0547aba7ca96,0
0547ddc335d7,0
054be04e2c23,0
054c8243fe2a,0
054cabf3236d,0
054e01d105b6,0
054e0f22d66f,0
054ecb0ae3d9,0
05502cd1a31d,1
05507dd4ea7f,0
055099b55239,0
0551b36859bb,0
0551b46ee566,1
0553194766fb,0
0553defd4501,0
055412e070e8,0
0554226047cf,0
0554b3a4c3dc,0
055730c5d51d,0
05576c58d31c,0
0557f8ebe3d8,0
055801b671f7,0
055954c16b0d,0
055a6c2727da,0
055a741c222e,0
055a9ffb186b,0
055b09c931c3,0
055dd6359804,0
055e9ddb9246,0
055ebe391cc4,0
055f803fdde0,1
055fce9ef577,0
05611c09a348,1
05625ec6a8ca,0
0564400325df,0
0565a8b5b303,0
0565ed15d00a,0
0568ff31e379,0
056a3fd09bda,1
056c5c53e6f3,0
056e1d899c0e,0
056f8173fab2,0
0570f87db413,0
057120ede005,0
0571787162c8,0
0571fc114661,0
0573561047c9,0
05748033d315,0
05777c9c3a5f,0
0577836ca803,0
05778bfe116b,0
0579d50a7de3,0
057a020850d8,0
057ace3a3178,0
057bd5b3f84d,0
057c0e320492,0
057ce8eddd16,0
057daaab47fb,0
057efe47e42e,0
057fde252286,0
0580101d6b13,1
058012e75541,0
0580554077a2,0
0580dc1b3296,0
058390d65750,0
058869603b7e,0
05895822b194,0
05899dfc50a6,1
058ab1b80f3b,0
058c1a6c5e0f,0
058c2c743f1e,0
058cd8510e85,0
058d6fcbf394,0
058f109adcdc,0
058f5f599721,0
05905c2986bd,0
0590e61085ee,0
0591efe3ad7b,0
0594abe6eeef,0
059ad37b9012,0
059d9e47bfa0,0
059eb4807418,0
05a2c69c684b,0
05a2d7e9ee62,0
05a3f87b87e0,0
05a48fbf933e,0
05a58cb31ff2,0
05a5f0284a5f,0
05a7066a0309,0
05a787864bf6,0
05a891a25543,1
05a9ff9bb04c,0
05aaae84ecdd,0
05ae572a9949,0
05af00991e97,0
05b15ec0ae4b,0
05b29b52f429,0
05b3e2254c7f,0
05b443694d6a,0
05b789e49e73,0
05ba601390f2,1
05bbbbbeaf3b,0
05bc8e96eab8,0
05bdedb2c7de,0
05bec8e140e8,0
05bff0b29410,0
05c0f8c13de5,0
05c47a7ada9f,0
05c4ad63b03e,1
05c6cca61191,0
05c7eadf8f7f,0
05c9877b381f,0
05c9fbc47c9c,0
05cb0a9136ae,0
05cb4e818f62,0
05cbbd79bb79,0
05cbcff38f85,0
05cc1e25fb48,1
05cce0b15558,0
05ce737b9f31,0
05ce8568ba9c,0
05cea4210226,0
05d0ab9fae7b,0
05d3202268c4,0
05d33df4c084,0
05d3d4f5a7b0,1
05d51b99256a,0
05d61dbf0622,0
05d6b6616ff7,0
05d775ee3d54,0
05d8a9ffe9d6,1
05d925216f99,0
05da13afdcc5,0
05da33d303e4,0
05e1de7cbcfa,0
05e2fdd08037,0
05e388e68849,0
05e3d27ab2fc,0
05e85a7548f9,0
05eac0801032,0
05eb30ad36c9,0
05eb69b4666a,0
05ec40ce663d,0
05ed9233bc89,0
05ed929328f9,0
05ede32e668d,0
05ef6e28f1cf,0
05f0e6d010f1,0
05f14d8f6e4f,0
05f1f43852c3,0
05f375e3aa1e,0
05f37a318e78,0
05f5c44a076c,0
05f661f82e07,0
05f6b93e2042,0
05f7b7f17ffb,0
05f8c9f24832,1
05f96961ecc7,0
05f9a0d6de9e,0
05fbd57da6de,1
05fee9b345a1,1
05ff5789934f,0
05ff5fe1fc3a,0
05ffeba280c5,1
0600b655e9f1,0
0602242c2d62,0
0602ee36d83e,0
0603ea2d70f2,0
0604105913f6,0
060929f5b7b9,0
060e0abee59e,0
060f9d318074,1
06103eae83a2,1
0612356dde24,0
0616b40d75ff,0
061774f1bfe1,0
0618a8923b89,0
06194671448c,0
061ab670c797,0
061ac72ec018,0
061b3e09d242,0
061b4def48db,1
061deac9f49d,0
061ea396293b,0
0621a024ff06,0
062495a97109,0
062597631a0e,0
0626f4312ca9,0
062712219fce,0
06286297a5e2,0
062a8030d232,0
062aae576706,0
062aed74cc3c,0
062baadd9682,0
062c792166da,0
062c9edeffb2,0
062d8042b81a,0
062d84c35dc0,0
062e3759b507,1
062e9e6e363b,0
06313f1dc87d,0
06321fcc6822,0
06333020a428,0
06343b60e795,1
063495ccb810,0
06354b626e51,0
06357d4f235e,1
06360032014b,0
063751da2496,0
0638570e05ad,0
06390b4070da,0
06392ee4bbc1,0
063aabc2bd4a,0
063e824c6cd3,0
063f4ea35762,0
06401ec27a09,1
06417472c730,0
0641d462680b,0
064227fcf185,0
0643d5c901ff,0
064438931eff,0
064456b0896b,0
06448aca3eaf,0
06458a05b6a9,1
0648e41fc3b8,0
064a6d22c6c4,0
064af5f1bbc7,0
064c7bc231f8,0
064ca9c9b31e,0
064cb37935bf,0
064ec2b6559a,1
064f4f84f72d,0
0651a5858b81,0
06546c720409,0
0655b6f40c06,1
065a70c5827a,0
065a8a4a4720,1
065aedc2b6c4,0
065bf76040a3,0
065d4343a492,0
065dcb73313a,0
065f39b85eca,0
066082058f26,1
06612278cdd1,1
0665efc54ed1,0
0667471a0535,0
0667c23c0ed9,0
0667cbe10ad5,0
0667e5d64e1d,0
066838375ae3,0
066df253eeaa,0
067030930050,1
0670cddbc44f,0
06725da05ed1,0
0674f7378407,0
0674f7ddbf76,0
0677291929bf,0
06779399b911,0
0677f0461a93,0
06796a9cee0d,0
067e32c17da8,1
067f74d3a980,0
06818c0f4191,0
068494716472,0
0684ca6826e3,0
068500369e25,0
068677069021,0
0686fe95667e,0
068735ecf298,0
0688e832e8cf,0
06892d313a1a,1
06895dcc9c01,0
0689b028f196,0
0689caff3aab,1
068bff1e1f1f,0
06938a64b435,0
0693aaa8cd46,1
0693cbd49c8d,0
06959d586b58,0
06977753c2ab,0
069794788b61,0
069b45f4ae8f,0
069cc164a6b9,0
069de80c30cb,0
069ee90eb56c,0
069ef539e778,0
06a49da0b21b,0
06a4b6f5ea2f,0
06a5ef340299,0
06a64ad1d177,0
06a6972887e2,0
06a775f7ced9,0
06ad7c31976c,0
06b0ab44724f,0
06b0e973721b,0
06b34acffc27,0
06b3525c27bb,1
06b403acb34d,0
06b5fc20423b,0
06b75b469d23,0
06b8e3624cfb,0
06bb54aa3ba9,0
06bb6659880c,0
06bbbe05bfad,0
06bc0f75c8d0,0
06bc102161e3,0
06bcc91a0a49,0
06bd510409fc,0
06bd58be3f05,0
06be3c74dcd2,0
06c1b99798cc,0
06c22e174e51,0
06c4286cd1cf,0
06c5001977ec,0
06c64e7c2ac2,0
06c819992ad9,0
06ca4e033450,0
06caa134cc0c,0
06cc0172668e,0
06ce040ddc91,0
06cf3d744a7d,0
06d078361408,0
